"_id","key","role","title","general__winPercent","general__playPercent","general__banRate","general__kills","general__deaths","general__assists","general__totalDamageDealtToChampions","general__totalDamageTaken","general__totalHeal","general__largestKillingSpree","general__minionsKilled","general__neutralMinionsKilledTeamJungle","general__neutralMinionsKilledEnemyJungle","general__goldEarned","general__overallPosition","general__overallPositionChange"
"54e06fec08ed067b90f23f8d","Tristana","ADC","Tristana","45.81","10.49","1.03","7.8","5.92","6.92","21190","21223","2438","3.58","198.3","9.49","2.99","12985","15","-4"
"54e06fec08ed067b90f23f8e","Lucian","ADC","Lucian","46.52","11.15","0.17","7.51","6.22","7.61","22595","21503","2529","3.38","213.7","10.85","3.46","13435","14","0"
"54e06fec08ed067b90f23f8f","Sivir","ADC","Sivir","54.08","11.34","0.42","7.13","5.76","9.74","23858","20002","2650","3.39","219.8","9.43","3.3","13703","3","1"
"54e06fec08ed067b90f23f90","Kalista","ADC","Kalista","50.49","13.26","17.25","7.93","6.55","7.62","21916","21414","2367","3.59","201.5","10.76","4.57","13132","7","0"
"54e06fec08ed067b90f23f91","Vayne","ADC","Vayne","48.37","16.67","1.11","8.25","6.85","6.72","22423","23623","2632","3.51","193.8","9.98","3.26","13049","13","2"
"54e06fec08ed067b90f23f92","Ezreal","ADC","Ezreal","49.18","15.98","0.26","7.93","5.47","9.03","27098","20982","2405","3.84","198.7","8.05","2.94","13265","4","-1"
"54e06fec08ed067b90f23f93","Caitlyn","ADC","Caitlyn","49.81","23.27","0.56","7.08","5.97","8.22","24393","19691","2282","3.34","208.7","9.56","3.15","13266","9","0"
"54e06fec08ed067b90f23f94","Jinx","ADC","Jinx","54.4","32.45","1.04","8.33","6.2","8.28","24295","19701","2377","3.9","204.5","11.18","3.74","13539","1","1"
"54e06fec08ed067b90f23f95","Graves","ADC","Graves","50.96","39.57","7.43","8.12","5.79","7.74","23197","21103","2534","3.8","213.7","10.27","3.38","13570","2","-1"
"54e06fec08ed067b90f23f96","Zilean","Support","Zilean","40.99","0.64","0.1","2.52","6.42","12.25","11729","18428","2790","0.96","31.5","0.65","0.37","9386","21","0"
"54e06fec08ed067b90f23f97","Nunu","Support","Nunu","47.96","0.34","0.05","2.44","6.3","13.52","9990","26634","4468","0.91","42.4","1.84","1.1","9368","22","0"
"54e06fec08ed067b90f23f98","Taric","Support","Taric","52.12","1.98","0.07","1.62","5.57","14.78","7433","27535","12231","0.57","43.4","0.32","0.31","9152","15","0"
"54e06fec08ed067b90f23f99","Gragas","Support","Gragas","49.08","0.38","0.1","2.58","6.28","12.37","12440","28826","6656","1.06","48.5","1.74","0.8","9461","18","2"
"54e06fec08ed067b90f23f9a","Nautilus","Support","Nautilus","49.58","0.32","0.05","2.01","6.06","12.95","9969","23909","2910","0.74","47.6","3.57","0.67","9134","23","0"
"54e06fec08ed067b90f23f9b","Karma","Support","Karma","49.23","2.38","0.05","2.5","6.39","13.65","15452","18134","1093","0.97","36.4","0.79","0.56","10206","16","3"
"54e06fec08ed067b90f23f9c","Zyra","Support","Zyra","51.76","2.6","0.05","3.84","7.45","12.48","22095","18338","847","1.4","44.4","1.72","0.92","10777","13","-3"
"54e06fec08ed067b90f23f9d","Soraka","Support","Soraka","51.82","3.4","0.18","0.93","5.34","15.23","6774","14925","22205","0.25","16.7","0.26","0.19","9112","9","3"
"54e06fec08ed067b90f23f9e","Brand","Support","Brand","53.45","0.69","0.1","4.5","7.46","11.09","22116","19007","987","1.85","43.3","1.52","1.01","10514","11","2"
"54e06fec08ed067b90f23f9f","Veigar","Support","Veigar","50.31","0.43","0.24","3.61","6.22","12.58","11551","17527","1320","1.5","35.4","0.75","0.43","9767","12","-6"
"54e06fec08ed067b90f23fa0","Alistar","Support","Alistar","44.5","4.36","0.12","1.42","5.71","14.37","7005","29917","11222","0.44","40.9","0.27","0.23","8994","20","-3"
"54e06fec08ed067b90f23fa1","Lulu","Support","Lulu","47.69","3.48","0.08","1.76","5.82","14.23","9501","18696","1042","0.64","26.2","0.34","0.38","9670","17","-1"
"54e06fec08ed067b90f23fa2","Velkoz","Support","Vel'Koz","50.02","2.8","0.17","4.19","6.8","11.54","22005","17485","853","1.78","48.1","1.24","0.74","10700","8","0"
"54e06fec08ed067b90f23fa3","Lux","Support","Lux","48.11","1.13","0.09","3.93","6.45","12.87","17026","15027","716","1.71","46.3","0.95","0.6","10360","19","-1"
"54e06fec08ed067b90f23fa4","Sona","Support","Sona","52.06","8.49","0.18","2.61","6.29","15.24","13548","18663","8897","1.07","18.9","0.33","0.37","10014","2","7"
"54e06fec08ed067b90f23fa5","Nami","Support","Nami","49.61","8.82","0.05","1.56","5.43","15.93","9174","17620","9226","0.55","13.6","0.13","0.16","9639","6","-1"
"54e06fec08ed067b90f23fa6","Braum","Support","Braum","50.01","11.12","1.61","1.56","5.76","15.63","8528","26820","3449","0.54","42.4","0.17","0.29","9246","7","4"
"54e06fec08ed067b90f23fa7","Annie","Support","Annie","47.88","7.86","6.05","3.68","7.39","11.14","15461","18374","788","1.44","35.3","0.8","0.54","9868","14","0"
"54e06fec08ed067b90f23fa8","Blitzcrank","Support","Blitzcrank","54.03","20.93","5.28","2.42","6.14","14.21","10870","25041","2671","0.94","35.1","0.32","0.49","9604","3","-2"
"54e06fec08ed067b90f23fa9","Morgana","Support","Morgana","49.73","20.49","20.04","2.42","6.37","14.38","13096","19450","805","0.93","30.3","0.54","0.48","10136","5","-2"
"54e06fec08ed067b90f23faa","Janna","Support","Janna","53.14","26.69","5.99","1","4.64","16.01","5446","17039","5271","0.31","14.1","0.1","0.15","9373","1","1"
"54e06fec08ed067b90f23fab","Leona","Support","Leona","52.78","28.43","5.67","2.03","6.06","14.73","9042","26188","3303","0.74","44.5","0.2","0.26","9369","4","0"
"54e06fec08ed067b90f23fac","Thresh","Support","Thresh","48","37.47","1.9","1.89","6.23","15.04","8603","23780","2525","0.68","32.3","0.21","0.27","9125","10","-3"
